0	1	2	3	4	5	6
CLSI	M06-A2	7-146	Protocols for Evaluating Dehydrated Mueller-Hinton Agar; Approved Standard - Second Edition	2012-08-20	InVitro Diagnostics	
CLSI	I/LA28-A2	7-219	Quality Assurance for Design Control and Implementation of Immunohistochemistry Assays; Approved Guidelines-Second Edition.	2011-08-02	InVitro Diagnostics	
CLSI	I/LA2-A2 (Replaces I/LA2-A)	7-136	Quality Assurance of Laboratory Tests for Autoantibodies to Nuclear Antigens: (1) Indirect Flurescence Assay for Microscopy and (2) Microtiter Enzyme Immunoassay Methods; Approved Guideline - Second Edition.	2008-09-09	InVitro Diagnostics	
CLSI	M50-A (Replaces M50-P)	7-190	Quality Control for Commercial Microbial Identification Systems; Approved Guideline	2009-03-18	InVitro Diagnostics	
CLSI	M22-A3 Vol 24 No. 19 Replaces M22-A2 Vol. 16 No. 16	7-178	Quality Control for Commercially Prepared Microbiological Culture Media; Approved Standard - Third Edition	2019-01-14	InVitro Diagnostics	
CLSI	M40-A2	7-250	Quality Control of Microbiological Transport Systems; Approved Standard - Second Edition.	2015-01-27	InVitro Diagnostics	
CLSI	QMS06-A3 (Formerly GP22-A3)	7-223	Quality Management System: Continual Improvement; Approved Guideline - Third Edition	2014-01-30	InVitro Diagnostics	
CLSI	H59-A (Replaces H59-P)	7-220	Quantitative D-dimer for the Exclusion of Venous Thromboembolic Disease; Approved Guideline.	2014-01-30	InVitro Diagnostics	
CLSI	MM06-A2 (Replaces MM06-A)	7-238	Quantitative Molecular Methods for Infectious Diseeases; Approved Guideline - Second Edition	2013-01-15	InVitro Diagnostics	
CLSI	H15-A3 (Replaces H15-A2)	7-71	Reference and Selected Procedures for the Quantitative Determination of Hemoglobin in Blood; Approved Standard - Third Edition	2009-03-18	InVitro Diagnostics	
CLSI	H20-A2 (Replaces H20-A)	7-165	Reference Leukocyte (WBC) Differential Count (Proportional) and Evaluation of Instrumental Methods; Approved Standard - Second Edition	2012-03-16	InVitro Diagnostics	
CLSI	M38 3rd Edition	7-276	Reference Method for Broth Dilution Antifungal Susceptibility Testing of Filamentous Fungi	2018-09-17	InVitro Diagnostics	
CLSI	M27 4th Edition	7-278	Reference Method for Broth Dilution Antifungal Susceptibility Testing of Yeasts	2018-09-17	InVitro Diagnostics	
CLSI	EP18-A2	7-212	Risk Management Techniques to Identify and Control Laboratory Error Sources; Approved Guideline - Second Edition	2010-10-04	InVitro Diagnostics	
CLSI	I/LA18-A2 (Replaces I/LA18-A)	7-131	Specifications for Immunological Testing for Infectious Diseases; Approved Guideline - Second Edition.	2008-09-09	InVitro Diagnostics	
CLSI	C29-A2 (Replaces C29-A)	7-86	Standardization of Sodium and Potassium Ion Selective Electrode Systems to the Flame Photometric Reference Method; Approved Standard - Second Edition	2004-03-08	InVitro Diagnostics	
CLSI	C24 4th Edition (Replaces C24-A3)	7-267	Statistical Quality Control for Quantitative Measurement Procedures: Principles and Definitions	2016-12-23	InVitro Diagnostics	
CLSI	EP37 1st Edition	7-284	Supplemental Tables for Interference Testing in Clinical Chemistry	2018-09-17	InVitro Diagnostics	
CLSI	M24 3rd Edition	7-288	Susceptibility Testing of Mycobacteria Nocardiae and other Aerobic Actinomycetes	2019-07-15	InVitro Diagnostics	
CLSI	C34 4th Edition	7-302	Sweat Testing: Specimen Collection and Quantitative Chloride Analysis	2020-12-21	InVitro Diagnostics	
CLSI	GP39-A6 (Formerly H01-A6)	7-221	Tubes and Additives for Venous Blood Specimen Collection; Approved Standard-Sixth Edition	2014-07-09	InVitro Diagnostics	
CLSI	GP16-A3 (Replaces GP16-A2)	7-207	Urinalysis; Approved Guideline - Third Edition	2010-05-05	InVitro Diagnostics	
CLSI	EP12-A2	7-152	User Protocol for Evaluation of Qualitative Test Performance; Approved Guideline - Second Edition.	2014-01-30	InVitro Diagnostics	
CLSI	EP15-A3	7-253	User Verification of Precision and Estimation of Bias; Approved Guideline - Third Edition	2015-08-14	InVitro Diagnostics	
CLSI	QMS24 3rd Edition September 2016 Replaces GP27-A2 and GP29-A2	7-139	Using Proficiency Testing to Improve the Clinical Laboratory; Approved Guideline - Second Edition	2019-01-14	InVitro Diagnostics	
CLSI	GP34-A (Replaces GP34-P)	7-225	Validation and Verfication of Tubes for Venous and Capillary Blood Specimen Collection; Approved Guidance	2012-03-16	InVitro Diagnostics	
CLSI	H26-A2	7-210	Validation Verification and Quality Assurance of Automated Hematology Analyzers; Proposed Standard - Second Edition	2014-01-30	InVitro Diagnostics	
CLSI	MM17 2nd Edition	7-289	Verification and Validation of Multiplex Nucleic Acid Assays	2019-07-15	InVitro Diagnostics	
CLSI	M52 1st ed. August 2015.	7-295	Verification of Commercial Microbial Identification and Antimicrobial Susceptibility Testing Systems.	2019-12-23	InVitro Diagnostics	
CLSI	M41-A	7-185	Viral Culture; Approved Guideline.	2009-03-18	InVitro Diagnostics	
CLSI	M34-A (Replaces M24-P)	7-180	Western Blot Assay for Antibodies to Borrelia burgdorferi; Approved Guideline.	2009-03-18	InVitro Diagnostics	
CLSI	M44-S3 (2018)	7-287	Zone Diameter Interpretive Standards Corresponding Minimal Inhibitory Concentration (MIC) Interpretive Breakpoints and Quality Control Limits for Antifungal Disk Diffusion Susceptibility Testing of Yeasts; Third Informational Supplement	2019-07-15	InVitro Diagnostics	
ISO	17296-4 First edition 2014-09-01	8-445	Additive manufacturing - General principles - Part 4: Overview of data processing	2016-12-23	Materials	
ASTM ISO	TR 52912 First edition 2020-09	8-554	Additive manufacturing - Design - Functionally graded additive manufacturing	2020-12-21	Materials	
ASTM ISO	52911-1: First Edition 2019-07	8-534	Additive Manufacturing - Design - Part 1: Laser-based powder bed fusion of metals	2020-07-06	Materials	
ASTM ISO	52911-2: First Edition 2019-09	8-535	Additive Manufacturing - Design - Part 2: Laser-based powder bed fusion of polymers	2020-07-06	Materials	
ASTM ISO	52910-18	8-487	Additive manufacturing - Design - Requirements guidelines and recommendations	2019-01-14	Materials	
ASTM ISO	52907: First Edition 2019-11	8-533	Additive Manufacturing - Feedstock materials - Methods to characterize metal powders	2020-07-06	Materials	
ISO	17296-2 First edition 2015-01-15	8-444	Additive manufacturing - General principles - Part 2: Overview of process categories and feedstock	2016-12-23	Materials	
ASTM ISO	52903-1 First edition 2020-04	8-553	Additive manufacturing - Material extrusion-based additive manufacturing of plastic materials - Part 1: Feedstock materials	2020-12-21	Materials	
ASTM ISO	52900 First Edition 2015-12-15	8-434	Additive manufacturing -- General principles - Terminology.	2016-06-27	Materials	
ASTM ISO	52902:First Edition 2019-07	8-536	Additive Manufacturing -Test Artifacts - Geometric capability assessment of additive manufacturing systems	2020-07-06	Materials	
ISO	\TS 10974 Second edition 2018	8-464	Assessment of the safety of magnetic resonance imaging for patients with an active implantable medical device	2018-06-07	Materials	
ISO	/TS 17137 Second edition 2019-09	8-525	Cardiovascular implants and extracorporeal systems - Cardiovascular absorbable implants	2020-07-06	Materials	
ASTM	F3434-20	8-552	Guide for Additive manufacturing - Installation/Operation and Performance Qualification (IQ/OQ/PQ) of Laser-Beam Powder Bed Fusion Equipment for Production Manufacturing New publication	2020-12-21	Materials	
ISO	6474-1 Second edition 2019-03	8-494	Implants for surgery - Ceramic materials - Part 1: Ceramic materials based on high purity alumina	2019-12-23	Materials	
ISO	6474-1 First edition 2010-02-15	8-194	Implants for surgery - Ceramic materials - Part 1: Ceramic materials based on high purity alumina	2014-01-30	Materials	
ISO	6474-2 Second edition 2019-03	8-505	Implants for surgery - Ceramic materials - Part 2: Composite materials based on a high-purity alumina matrix with zirconia reinforcement	2019-12-23	Materials	
ISO	6474-2 First edition 2012-04-15	8-388	Implants for surgery - Ceramic materials - Part 2: Composite materials based on a high-purity alumina matrix with zirconia reinforcement	2015-08-14	Materials	
ISO	15309 First edition 2013-12-01	8-389	Implants for surgery - Differential scanning calorimetry of poly ether ether ketone (PEEK) polymers and compounds for use in implantable medical devices	2015-08-14	Materials	
ISO	13781 Second edition 2017-07	8-479	Implants for surgery - Homopolymers copolymers and blends on poly(lactide) - In vitro degradation testing	2018-09-17	Materials	
ISO	13779-2 Third edition 2018-12	8-493	Implants for surgery - Hydroxyapatite - Part 2: Thermally sprayed coatings of hydroxyapatite	2019-07-15	Materials	
ISO	13779-3 Second edition 2018-12	8-515	Implants for surgery - Hydroxyapatite - Part 3: Chemical analysis and characterization of crystallinity ratio and phase purity.	2019-07-15	Materials	
ISO	13779-4 Second edition 2018-12	8-516	Implants for surgery - Hydroxyapatite - Part 4: Determination of coating adhesion strength	2019-07-15	Materials	
ISO	20160 First edition 2006-05-01	8-513	Implants for surgery - Metallic materials - Classification of microstructures for alpha+beta titanium alloy bars	2019-07-15	Materials	
ISO	5832-1 Fifth edition 2016-07-15	8-435	Implants for surgery - Metallic materials - Part 1: Wrought stainless steel	2016-12-23	Materials	
ISO	5832-12 Third edition 2019-02	8-500	Implants for surgery - Metallic materials - Part 12: Wrought cobalt-chromium-molybdenum alloy	2019-12-23	Materials	
ISO	5832-12 Second edition 2007-05-01	8-351	Implants for surgery - Metallic materials - Part 12: Wrought cobalt-chromium-molybdenum alloy [Including: Technical Corrigedum 1 (2008)]	2014-01-30	Materials	
ISO	5832-2 Fourth edition 2018-03	8-465	Implants for surgery - Metallic materials - Part 2: Unalloyed titanium	2018-09-17	Materials	
ISO	5832-9 Third edition 2019-02	8-492	Implants for surgery - Metallic materials - Part 9: Wrought high nitrogen stainless steel	2019-12-23	Materials	
ISO	5832-9 Second edition 2007-06-15	8-150	Implants for surgery - Metallic materials - Part 9: Wrought high nitrogen stainless steel	2014-01-30	Materials	
ISO	13782 Second edition 2019-04	8-519	Implants for surgery - Metallic materials - Unalloyed tantalum for surgical implant applications	2019-12-23	Materials	
ISO	13782:1996	8-68	Implants for surgery - Metallic materials - Unalloyed tantalum for surgical implant applications	2007-05-21	Materials	
ISO	5834-1 Fourth edition 2019-02	8-501	Implants for surgery - Ultra-high-molecular-weight polyethylene - Part 1: Powder form	2019-12-23	Materials	
ISO	5834-1 Third edition 2005-06-01	8-352	Implants for surgery - Ultra-high-molecular-weight polyethylene - Part 1: Powder form [Including: Technical Corrigendum 1 (2007)]	2014-01-30	Materials	
ISO	5834-2 Fifth edition 2019-02	8-514	Implants for surgery - Ultra-high-molecular-weight polyethylene - Part 2: Moulded forms	2019-07-15	Materials	
ISO	5834-3 Second edition 2019-02	8-495	Implants for surgery - Ultra-high-molecular-weight polyethylene - Part 3: Accelerated ageing methods	2019-07-15	Materials	
ISO	5834-4 Second edition 2019-02	8-496	Implants for surgery - Ultra-high-molecular-weight polyethylene - Part 4: Oxidation index measurement method	2019-07-15	Materials	
ISO	5834-5 Second edition 2019-02	8-497	Implants for surgery - Ultra-high-molecular-weight polyethylene - Part 5: Morphology assessment method	2019-07-15	Materials	
ISO	13175-3 First edition 2012-10-01	8-457	Implants for surgery -- Calcium phosphates -- Part 3: Hydroxyapatite and beta-tricalcium phosphate bone substitutes	2017-08-21	Materials	
ISO	13356:2015 Third Edition 2015-09-15	8-430	Implants for surgery -- Ceramic materials based on yttria-stabilized tetragonal zirconia (Y-TZP)	2016-06-27	Materials	
ISO	5832-11 Second edition 2014-09-15	8-406	Implants for surgery -- Metallic materials -- Part 11: Wrought titanium 6-aluminium 7-niobium alloy	2016-04-04	Materials	
ISO	5832-3 Fourth edition 2016-10-15	8-447	Implants for surgery -- Metallic materials -- Part 3: Wrought titanium 6-aluminium 4-vanadium alloy	2017-08-21	Materials	
ISO	5832-4 Third edition 2014-09-15	8-405	Implants for surgery -- Metallic materials -- Part 4: Cobalt-chromium-molybdenum casting alloy	2016-04-04	Materials	
ISO	5832-5 Third edition 2005-10-15	8-123	Implants for surgery -- Metallic materials -- Part 5: Wrought cobalt-chromium-tungsten-nickel alloy	2014-01-30	Materials	
ISO	5832-6:1997	8-61	Implants for surgery -- Metallic materials -- Part 6: Wrought cobalt-nickel-chromium-molybdenum alloy	2008-09-09	Materials	
ISO	9583 First edition 1993-10-15	8-157	Implants for surgery -- Non-destructive testing -- Liquid penetrant inspection of metallic surgical implants	2014-01-30	Materials	
ISO	9584 First edition 1993-10-15	8-159	Implants for surgery -- Non-destructive testing -- Radiographic examination of cast metallic surgical implants	2014-01-30	Materials	
ISO	13179-1 First edition 2014-06-01	8-456	Implants for surgery--Plasma-sprayed unalloyed titanium coatings on metallic surgical implants -- Part 1: General requirements	2017-08-21	Materials	
ISO	17327-1 First edition 2018-02	8-517	Non-active surgical implants - Implant coating - Part 1: General requirements	2019-07-15	Materials	
ISO	11542-2 First edition 1998-11-15	8-379	Plastics - Ultra-high-molecular-weight polyethyelene (PE-UHMW) moulding and extrusion materials - Part 2: Preparation of test specimens and determination of properties [Including: Technical Corrigendum 1 (2007)]	2014-07-09	Materials	
SAE	/AMS2750 Rev. E 2012-07	8-459	Pyrometry	2017-08-21	Materials	
ASTM ISO	52915 Third edition 2020-03	8-548	Specification for additive manufacturing file format (AMF) Version 1.2	2020-12-21	Materials	
ASTM ISO	52915 Second edition 2016-02-15	8-438	Specification for Additive Manufacturing File Format (AMF) Version 1.2	2016-12-23	Materials	
ASTM	F2579-10	8-411	Specification for Amorphous Poly(lactide) and Poly(lactide-co-glycolide) Resins for Surgical Implants	2016-04-04	Materials	
ASTM	F3302-18	8-489	Standard for Additive Manufacturing - Finished Part Properties - Standard Specification for Titanium Alloys via Powder Bed Fusion	2019-01-14	Materials	
ASTM	F3301-18a	8-488	Standard for Additive Manufacturing - Post Processing Methods - Standard Specification for Thermal Post-Processing Metal Parts Made Via Powder Bed Fusion	2019-01-14	Materials	
ASTM	F3303-18	8-490	Standard for Additive Manufacturing - Process Characteristics and Performance: Practice for Metal Powder Bed Fusion Process to Meet Critical Applications	2019-01-14	Materials	
ASTM ISO	52901 First edition 2017-08	8-463	Standard Guide for Additive Manufacturing - General Principles - Requirements for Purchased AM Parts	2018-06-07	Materials	
ASTM	F3335-20	8-532	Standard Guide for Assessing the Removal of Additive Manufacturing Residues in Medical Devices Fabricated by Powder Bed Fusion	2020-07-06	Materials	
ASTM	F2902-16	8-455	Standard Guide for Assessment of Absorbable Polymeric Implants	2017-08-21	Materials	
ASTM	F2759-19	8-538	Standard Guide for Assessment of the Ultra High Molecular Weight Polyethylene (UHMWPE) Used in Orthopedic and Spinal Devices	2020-12-21	Materials	
ASTM	F2759-11	8-223	Standard Guide for Assessment of the Ultra High Molecular Weight Polyethylene (UHMWPE) Used in Orthopedic and Spinal Devices	2012-08-20	Materials	
ASTM	F3122-14	8-408	Standard Guide for Evaluating Mechanical Properties of Metal Materials Made via Additive Manufacturing Processes	2016-04-04	Materials	
